title,year,downloads,torrent_url,poster_url,description,genre
The Fat Man (1951),0,45790,https://archive.org/download/TheFatMan1951/TheFatMan1951_archive.torrent,https://archive.org/services/img/TheFatMan1951,"Brad Runyon (played by J. Scott Smart) travels from New York to California to unravel the mystery of the death of a kindly dentist. This is a spin off of the radio show of the same name where Smart also played the title role. Also features Rock Hudson and Julie London Film not in perfect shape. There are a few jumps, but the story is complete.",
Killer's Kiss (1955),1955,45789,https://archive.org/download/killerskiss1955_201908/killerskiss1955_201908_archive.torrent,https://archive.org/services/img/killerskiss1955_201908,"Killer's Kiss is a 1955 American crime film noir directed by Stanley Kubrick and written by Kubrick and Howard Sackler. It is the second feature film directed by Kubrick, the first being his 1953 debut feature Fear and Desire. The film stars Jamie Smith, Irene Kane, and Frank Silvera.",
Curse of Bigfoot,1972,45769,https://archive.org/download/CurseOfBigfoot/CurseOfBigfoot_archive.torrent,https://archive.org/services/img/CurseOfBigfoot,"This is an expanded version of an earlier release, 'Teenagers Battle the Thing'. The new scenes were added almost 14 years after the film was shot in 1958. This version is in color.","TV Movie, Horror"
"""A Child Of The Ghetto"" (1910) director D. W. Griffith",1910,45701,https://archive.org/download/AChildOfTheGhetto1910/AChildOfTheGhetto1910_archive.torrent,https://archive.org/services/img/AChildOfTheGhetto1910,"This gem is presented by Silent Hall of Fame. Please visit https://silent-hall-of-fame.org/ to support our non-profit mission and the legacy of silent movie stars by making a tax deductible contribution. FEEL FREE TO FOLLOW US ON TWITTER @SilentFilmGems 'A Child of the Ghetto' is a short drama. The film is included in our program to illustrate the work of Billy Bitzer, a star of Silent Hall of Fame. A girl escapes from town after being accused of theft. Later she meets one of her chasers. Direct",
The Sun Sets At Dawn,1950,45662,https://archive.org/download/TheSunSetsAtDawn/TheSunSetsAtDawn_archive.torrent,https://image.tmdb.org/t/p/w780/nvcOIx2RS7mY1HTXbMMarXLKEpU.jpg,"From IMDb : 'A young man is wrongly convicted and sentenced to be executed. Reporters covering the execution relate the story, each from his own perspective.' This film is already uploaded to the archives but was uploaded again so that viewers could enjoy the movie on line since the original file is not embedded into a player. Please note: This page wasn't created to impress anyone or compete with them, it was simply created so that others may be able to more easily enjoy the movie via streaming","Crime, Drama"
RAGGEDY ROSE (1926),0,45654,https://archive.org/download/RaggedyRose1926_129/RaggedyRose1926_129_archive.torrent,https://archive.org/services/img/RaggedyRose1926_129,"RAGGEDY ROSE Hal Roach-Pathe 3 reels, rel. Nov. 7, 1926 dir. Richard Wallace in collaboration with Stan Laurel, Photography by Floyd Jackman and Jack Roach, Edited by Richard Currier, Titles by H. M. Walker cast: Mabel Normand, Carl Miller, Max Davidson, James Finlayson, Anita Garvin, Laura Lavarnie Location: Roach studio, Los Angeles copyright: Oct. 26, 1926",
"Buster Keaton's ""Convict 13"" (1920)",1920,45509,https://archive.org/download/Convict13_201409/Convict13_201409_archive.torrent,https://archive.org/services/img/Convict13_201409,"This gem is presented by Silent Hall of Fame. Please visit https://silent-hall-of-fame.org/ to support our non-profit mission and the legacy of silent movie stars by making a tax deductible contribution. FEEL FREE TO FOLLOW US ON TWITTER @SilentFilmGems 'Convict 13' is a short comedy starring Buster Keaton and featuring Joe Roberts, a star of Silent Hall of Fame. Directed by Eddie Cline, Buster Keaton Produced by Joseph Schenck Scenario by Eddie Cline, Buster Keaton Starring Buster Keaton, Joe R",
That Brennan Girl,1946,45507,https://archive.org/download/that_brennan_girl/that_brennan_girl_archive.torrent,https://image.tmdb.org/t/p/w780/nRe65DK23jTj52vkYMlSRKv0x7n.jpg,You can find more information regarding this film on its IMDb page .,"Drama, Romance"
Scrooge,1935,45456,https://archive.org/download/scrooge_ipod/scrooge_ipod_archive.torrent,https://image.tmdb.org/t/p/w780/vqRuJyux0KEr4vojK9ytXIrEU46.jpg,Seymour Hicks plays the title role in the first sound version of the Dickens classic about the miser who's visited by three ghosts on Christmas Eve. This British import is notable for being the only adaptation of this story with an invisible Marley's Ghost and its Expressionistic cinematography. This is the uncut 78 minute version. Originally submitted by: dabears198545@yahoo.com,"Fantasy, Drama, Family"
Zane Grey's To the Last Man (1933) - Randolph Scott,0,45424,https://archive.org/download/ZaneGreysToTheLastMan1933-RandolphScott/ZaneGreysToTheLastMan1933-RandolphScott_archive.torrent,https://archive.org/services/img/ZaneGreysToTheLastMan1933-RandolphScott,"Zane Grey's To the Last Man (1933) - Randolph Scott In Kentucky just after the Civil War, the Hayden-Colby feud leads to Jed Colby (Noah Beery) being sent to prison for 15 years for murder. The Haydens head for Nevada and when Colby gets out of prison he heads there also seeking revenge. The head of the Hayden family tries to avoid more killing but the inevitable showdown has to occur, complicated by Lynn Hayden (Randolph Scott) and Ellen Colby's (Esther Ralston) plans to marry. Buster Crabbe pl",
Manfish,1956,45385,https://archive.org/download/Manfish_/Manfish__archive.torrent,https://image.tmdb.org/t/p/w780/dLBsWnUuLvVogRAOu5j2rXgq2fG.jpg,Three deep sea divers get involved in murder while searching for a lost treasure.,Adventure
06 Bowery Blitzkrieg,2015,45342,https://archive.org/download/06BoweryBlitzkrieg/06BoweryBlitzkrieg_archive.torrent,https://archive.org/services/img/06BoweryBlitzkrieg,Bowery Blitzkrieg is a 1941 film and the sixth installment of the East Side Kids series. The film 'introduced' Huntz Hall in his first of the East Side Kids film series .,
A Lonely Place for Dying,2011,45335,https://archive.org/download/ALonelyPlaceForDying/ALonelyPlaceForDying_archive.torrent,https://archive.org/services/img/ALonelyPlaceForDying,"KGB defector Nikolai Dzerzhinsky (Ross Marquand) convinces Washington Post Editor-In-Chief Howard Simons (James Cromwell) to send a reporter for a rendezvous in an abandoned Mexican prison. CIA project manager Anthony Greenglass (Michael Wincott) sends special agent Robert Harper (Michael Scovotti) to intercept Nikolai...and kill him. VODO is proud to present this incredible indie Cold War spy thriller, with appearances from James Cromwell (LA Confidential, The Green Mile, Secretariat) and indie","Action, Thriller, War"
The Three Musketeers,1921,45301,https://archive.org/download/The_Three_Musketeers/The_Three_Musketeers_archive.torrent,https://image.tmdb.org/t/p/w780/55FdDXbYk8EdIFP0UTxCd1I5r3t.jpg,"The young Gascon D'Artagnan (Douglas Fairbanks) arrives in Paris, his heart set on joining the king's Musketeers. He is taken under the wings of three of the most respected and feared Musketeers, Porthos (George Siegmann), Aramis (Eugene Pallette), and Athos (Léon Bary). Together they fight to save France and the honor of a lady from the machinations of the powerful Cardinal Richelieu (Nigel De Brulier).","Adventure, Action, Thriller"
Lost in the Stratosphere,1939,45273,https://archive.org/download/lost_in_the_stratosphere_ipod/lost_in_the_stratosphere_ipod_archive.torrent,https://archive.org/services/img/lost_in_the_stratosphere_ipod,"Two military pilots are close friends, and share in a lot of hazardous missions while engaging in a series of good-natured romantic rivalries","Action, Adventure, Comedy"
Mr. Robinson Crusoe,1932,45249,https://archive.org/download/MrRobinsonCrusoe/MrRobinsonCrusoe_archive.torrent,https://image.tmdb.org/t/p/w780/v9o0gtCiEfJaFjzbyDEnusezzES.jpg,"adventure, comedy Information about this movie can be found on it's IMDB page.","Adventure, Comedy"
People Are Funny,1946,45248,https://archive.org/download/PeopleareFunny_/PeopleareFunny__archive.torrent,https://image.tmdb.org/t/p/w780/wUzZCPG1V3FEeDvgIBnJ9wwlLwG.jpg,Two rivaling radio producers try to get the same sponsor. So they try to overtop each other with new ideas.,"Comedy, Music"
The Iron Mask,1929,45195,https://archive.org/download/TheIronMask/TheIronMask_archive.torrent,https://image.tmdb.org/t/p/w780/f9t60V0eJ2pLwCl0YsBnvXQmRNN.jpg,"King Louis XIII of France is thrilled to have born to him a son - an heir to the throne. But when the queen delivers a twin, Cardinal Richelieu sees the second son as a potential for revolution, and has him sent off to Spain to be raised in secret to ensure a peaceful future for France. - IMDB Description","Adventure, Action, Drama"
Popeye Colorized Collection (incomplete),1987,45180,https://archive.org/download/popeye-colorized-collection/popeye-colorized-collection_archive.torrent,https://archive.org/services/img/popeye-colorized-collection,"This is a collection of every Turner colorized popeye cartoon I could find on the internet. The majority of these were in another language and were remade into English using the origional audio from the black and whites and then synced to the audio by me to the best of my abilities. This is an incomplete collection and as far as I'm aware, the missing episodes are now considered lost media as they are nowhere to be found online, this does not mean that they aren't in someone's hands from years a",
Her Uncle Sam,1935,45126,https://archive.org/download/her_uncle_sam/her_uncle_sam_archive.torrent,https://archive.org/services/img/her_uncle_sam,See IMDB description at http://www.imdb.com/title/tt0026919/ Stars Barbara Stanwyck and Robert Young. Movie is incomplete.,
49th Parallel,1942,45125,https://archive.org/download/49thParallel/49thParallel_archive.torrent,https://image.tmdb.org/t/p/w780/m4YTQv9fHYB2nZ7M2Al6wzOmrYe.jpg,"From Imdb; In the early years of World War II, a German U-boat (U-37) sinks Allied shipping in St. Lawrence Bay and then tries to evade Canadian Military Forces seeking to destroy it by sailing up to Hudson Bay. The U-boat's Fanatical Nazi captain sends some members of his crew to look for food and other supplies at a Hudson Bay Company outpost. No sooner than the shore party (lead by Lieutenant Hirth) reaches the shore, the U-boat is spotted and sunk by the Canadian Armed Forces leaving the six","War, Thriller"
VIP. 61,0,45084,https://archive.org/download/VIP.61/VIP.61_archive.torrent,https://archive.org/services/img/VIP.61,Noir british classic,
Salt of the Earth,1954,45031,https://archive.org/download/SaltOfTheEarth_735/SaltOfTheEarth_735_archive.torrent,https://image.tmdb.org/t/p/w780/vYOH8TLzXq15alUDM5DDZXMb1LN.jpg,"Title: Salt of the Earth Summary: Mexican workers at a Zinc mine call a general strike. It is only through the solidarity of the workers, and importantly the indomitable resolve of their wives, mothers and daughters, that they eventually triumph. Directed by: Herbert J. Biberman Actors: Production Company: Independent Productions Release Date: 14 March 1954 (USA) Aspect Ratio: 1.33 : 1 Based on an actual strike against the Empire Zinc Mine in New Mexico, the film deals with the prejudice against","Drama, History"
Granddad,1913,44995,https://archive.org/download/Granddad/Granddad_archive.torrent,https://image.tmdb.org/t/p/w780/6mXhWZTfOo34bdAoI2YnYDI1eSH.jpg,A story of the relationship between a young girl (Mildred Harris) and her Civil War vet grandfather (William Desmond Taylor). When the girl's new step mom arrives she objects to gramps heavy drinking so the old man packs up and heads out so that he doesn't ruin the young girl. A month passes and the family finds him in a poor house and it might be too late to help him.,Drama
Colossus And The Headhunters,0,44872,https://archive.org/download/ColossusAndTheHeadhunters/ColossusAndTheHeadhunters_archive.torrent,https://image.tmdb.org/t/p/w780/dS0UbT5NrP8KrLRMB92OP7crcgg.jpg,"'Colossus and the Headhunters' is a 1960 Italian peplum (or sword and sandal) movie dubbed and released in this country by American International Pictures. The main character, Colossus, is actually known as 'Maciste' in the Italian original, and is played by Kirk Morris, an Italian bodybuilder and actor whose real name is Adriano Bellini. This version is in 16 x 9 Widescreen and has improved color over other copies floating around the internet.","Action, Adventure, Romance"
Johnny O' Clock (1947),0,44834,https://archive.org/download/JohnnyOClock1947_780/JohnnyOClock1947_780_archive.torrent,https://archive.org/services/img/JohnnyOClock1947_780,Johnny O'Clock (1947) High-class gambler gets in trouble with the law. http://www.imdb.com/title/tt0039515/,
Keep My Grave Open,1976,44834,https://archive.org/download/KeepMyGraveOpen_1976/KeepMyGraveOpen_1976_archive.torrent,https://archive.org/services/img/KeepMyGraveOpen_1976,Leslie is slowly losing her mind as she has to keep cleaning up after Kevin's murders . . . or is something even more sinister at play? Find out more about this film on its IMDB page,Horror
The Avenging Conscience,0,44780,https://archive.org/download/TheAvengingConscience/TheAvengingConscience_archive.torrent,https://image.tmdb.org/t/p/w780/3NwXxPM7f3mHdlF6YylD3cao8CS.jpg,"The Avenging Conscience was directed by D.W. Griffith in 1914. It is 50 minutes long, a step in Griffith's progressive move into feature films. His next film was to me his controversial masterpiece, Birth of a Nation. This film is based on writings of Edgar Allen Poe, it is Victorian and sentimental but it is also quite visual. Rather than be a spoiler I will let the story tell itself. I have added music and sound effects, and I may have gone a bit overboard myself as you will see if you watch i","Drama, Horror"
Flesh Gordon (1974),1974,44750,https://archive.org/download/flesh-gordon-1974/flesh-gordon-1974_archive.torrent,https://archive.org/services/img/flesh-gordon-1974,"Flesh Gordon Film américain Réalisateurs : Michael Benveniste et Howard Ziehm Scénariste : Michael Benveniste Genre : film de science-fiction parodique, film érotique Le film est une parodie érotique du serial des années 1930 ayant pour héros le personnage de bande dessinée Flash Gordon. Le film aurait été classé X par la Motion Picture Association of America (MPAA), mais fut remonté et amputé de certaines scènes pour obtenir un R ('R' pour restricted, interdit aux moins de 17 ans non accompagné",
The Dance of Life,1929,44625,https://archive.org/download/TheDanceOfLifeaugust161929/TheDanceOfLifeaugust161929_archive.torrent,https://image.tmdb.org/t/p/w780/moaU5Uv16hqmeQJhrL6I6VEpiZf.jpg,"From the Wikipedia entry for 'The Dance of Life': 'The Dance of Life (1929) is the first of three film adaptations of the popular Broadway play Burlesque, the others being Swing High, Swing Low (1937) and When My Baby Smiles at Me (1948). The Dance of Life was made with Technicolor sequences, directed by John Cromwell and A. Edward Sutherland, and was released by Paramount Pictures.' Original text can be found at http://en.wikipedia.org/wiki/The_Dance_of_Life License terms may be found at http:/","Romance, Drama, Music"
John Parker's DAUGHTER OF HORROR (1955),0,44567,https://archive.org/download/JohnParkersDaughterOfHorror1955/JohnParkersDaughterOfHorror1955_archive.torrent,https://archive.org/services/img/JohnParkersDaughterOfHorror1955,aka 'Dementia'. Could have been called 'Alice in Film-noirland' A very dreamlike story indeed. Not so far from 'Carnival of Souls' or Orson Welles' 'Trial'. John Parker was only the producer. Co-star Bruno VeSota is suspected to have been the real author of this treat. more info on http://www.imdb.com/title/tt0047976/ and http://en.wikipedia.org/wiki/Daughter_of_Horror,
Detour (iPod),1945,44566,https://archive.org/download/detour_ipod/detour_ipod_archive.torrent,https://archive.org/services/img/detour_ipod,"'Man is involved in two freakish accidents that make him look like a murderer. Poverty row masterwork that is the most precise elucidation of the noir theme of explicit fatalism.' - noir expert Spencer Selby A B-movie, it was shot in six days. The film, budgeted for $89,000, but cost $117,000 to make. Cast: Tom Neal, Ann Savage, Claudia Drake, Edmund MacDonald, Tim Ryan, Roger Clark, Pat Gleason, Esther Howard. Originally uploaded by: www.k-otic.com",
W.C. Fields - The Dentist,0,44539,https://archive.org/download/W.c.Fields-TheDentist/W.c.Fields-TheDentist_archive.torrent,https://archive.org/services/img/W.c.Fields-TheDentist,One of a number of shorts that W.C. Fields made before he went into feature films. The scene where he extracts the woman's tooth may be one of the funniest he made.,
Boy! What a Girl!,1947,44534,https://archive.org/download/boy_what_a_girl/boy_what_a_girl_archive.torrent,https://image.tmdb.org/t/p/w780/2bkV4fQAgb5gHmSG24AEb69LdX2.jpg,Two musical producers are trying to scrape enough money together to finance their show. When one of their backers doesn't show. They convince transvistie Tim Moore to impresonate the second female backer.,Music
The Impossible Voyage,1904,44458,https://archive.org/download/The_Impossible_Voyage/The_Impossible_Voyage_archive.torrent,https://image.tmdb.org/t/p/w780/oN0ekkiFqSa5Ot2mk6NTh30uibp.jpg,The original French title is Voyage à travers l'impossible . IMDb Page,"Adventure, Comedy, Fantasy, Science Fiction"
Alice in Wonderland 1915,0,44403,https://archive.org/download/AliceInWonderland1915_72/AliceInWonderland1915_72_archive.torrent,https://archive.org/services/img/AliceInWonderland1915_72,This version of Alice In Wonderland was directed by W W Young in 1915,
"Buster Keaton's ""My Wife's Relations"" (1922)",1922,44326,https://archive.org/download/MyWifesRelations1922/MyWifesRelations1922_archive.torrent,https://archive.org/services/img/MyWifesRelations1922,"This gem is presented by Silent Hall of Fame. Please visit https://silent-hall-of-fame.org/ to support our non-profit mission and the legacy of silent movie stars by making a tax deductible contribution. FEEL FREE TO FOLLOW US ON TWITTER @SilentFilmGems 'My Wife's Relations' is a short comedy, starring Buster Keaton and featuring Joe Roberts, a star of Silent Hall of Fame. Directed by Eddie Cline, Buster Keaton Produced by Joseph Schenck Scenario by Eddie Cline, Buster Keaton Starring Buster Kea",
The Three Stooges - Color Craziness!,2005,44324,https://archive.org/download/TheThreeStoogesColorCraziness/TheThreeStoogesColorCraziness_archive.torrent,https://archive.org/services/img/TheThreeStoogesColorCraziness,"The New Three Stooges' was produced in 1965. 'The Three Stooges - Color Craziness' is an hour feature comprised of these rare color Stooge comedy bits. You'll see the Stooges as wacky chefs, clueless contractors, zany dentists, and many more. They feature Moe Howard, Larry Fine, & 'Curly' Joe Derita.",
The Paleface,1922,44300,https://archive.org/download/ThePaleface/ThePaleface_archive.torrent,https://image.tmdb.org/t/p/w780/4BwcYlQxOCZR4koDhXvj1GYA8kD.jpg,"Buster Keaton stars in this comedy as the captive of hostile Indians. His captors tie him to a stake and prepare him for death by fire. Keaton moves with the stake as the Indians try frantically to place the firewood around him. When he survives the flames due to his fire-resistant clothes, Keaton is made a member of the tribe and named Little Chief Paleface. He then foils the scheme of unsavory oil speculators to steal the land from his Indian companion.","Comedy, Western"
Non Stop New York 1937,0,44243,https://archive.org/download/NonStopNewYork1937/NonStopNewYork1937_archive.torrent,https://archive.org/services/img/NonStopNewYork1937,Anna Lee is a stowaway on a futuristic airliner. The plane looks like it just flew off the cover of a vintage scifi magazine. It even has outdoor observation decks so you can go outside while the plane is in flight!,
Colorado Sundown,1952,44157,https://archive.org/download/ColoradoSundown/ColoradoSundown_archive.torrent,https://image.tmdb.org/t/p/w780/eOem3ehQoIf5DV8MeecossxTay.jpg,"Rancher helps a friend claim a spread he's inherited, only to get involved in his murder.","Action, Western"
REMBRANDT video quality upgrade,0,44157,https://archive.org/download/RembrandtVideoQualityUpgrade/RembrandtVideoQualityUpgrade_archive.torrent,https://archive.org/services/img/RembrandtVideoQualityUpgrade,"This a sharper version without the cropped frames of the other copy here at IA. A luminous biopic of the legendary Flemish painter. Alexander Korda considered this to be his finest film. It also features one of Charles Laughton's greatest early performances. An outstanding supporting cast includes, among others, Gertrude Lawrence and Elsa Lanchester. Directed by Alexander Korda. Released in 1936. Complete print.",
Corsair,1931,44103,https://archive.org/download/CORSAIR1931JRChesterMorrisThelmaTodd/CORSAIR1931JRChesterMorrisThelmaTodd_archive.torrent,https://image.tmdb.org/t/p/w780/stfW6K8qhPeoRTaxMVFwzo2jN80.jpg,"http://imdb.com/title/tt0021764/ Chester Morris, college football hero, gets a job on Wall Street for Thelma Todd's father. Fed up with the cons and piracy of Wall Street, he goes into business for himself, highjacking rumrunners' ships bound to Prohibition America. Delightful film with lots of plot twists and turns. Director Roland West's last film, after which he planned to spend the rest of his life with the soon-to-be-murdered Todd.",Adventure
The Fall of the House of Usher (1928),0,44088,https://archive.org/download/TheFallOfTheHouseOfUsher1928/TheFallOfTheHouseOfUsher1928_archive.torrent,https://archive.org/services/img/TheFallOfTheHouseOfUsher1928,"This adaptation of Edgar Allan Poe's classic tale was directed by James Sibley Watson & Melville Webber. It is a silent movie, with a run time of just thirteen minutes, and offers an interesting interpretation of the story. You can find out more about The Fall of the House of Usher at A Passion For Horror .",
Z (1969) (ENG Sub),1969,44045,https://archive.org/download/z.-1969.720p.-web-dl.-dcrg-31270111854/z.-1969.720p.-web-dl.-dcrg-31270111854_archive.torrent,https://archive.org/services/img/z.-1969.720p.-web-dl.-dcrg-31270111854,"Repression is the rule of the day in this film that skewers Greek governance of the 1960s. Z, a leftist rabble rouser, is killed in what appears to be a traffic accident. But given the political climate, the death of such a prominent activist raises troubling questions. Though it’s too late to save Z’s life, a postmortem examination suggests that the ruling party was behind his death. As the facts leak out, those who tell the truth pay the price for their honesty.",
Rage at Dawn,1955,44042,https://archive.org/download/Rage_at_Dawn_movie/Rage_at_Dawn_movie_archive.torrent,https://image.tmdb.org/t/p/w780/oL49nHaB2SnhCDUHLcqqSBzcoXi.jpg,"An account of the Reno brothers of Indiana, who were the first train robbers in America. Based on a story by Frank Gruber. The video quality of this version is better than that of the previous upload.","Action, Western"
"Charlie Chaplin's ""Charlott Et Le Mannequin"" (Mabel's Married Life)",1914,44028,https://archive.org/download/CC_1914_06_20_CharlottEtLeMannequin/CC_1914_06_20_CharlottEtLeMannequin_archive.torrent,https://archive.org/services/img/CC_1914_06_20_CharlottEtLeMannequin,Charlie Chaplin's 19th Film Released June 20 1914 as Mabel's Married Life. http://www.imdb.com/title/tt0004282/ Charlie Chaplin In The Internet Archive http://www.archive.org/details/CC_1914_02_02_MakingALiving http://www.archive.org/details/CC_1914_02_07_KidsAutoRaceAtVenice http://www.archive.org/details/CC_1914_02_09_MabelsStrangePredicament http://www.archive.org/details/CC_1914_02_28_BetweenShowers http://www.archive.org/details/CC_1914_03_02_FilmJohnny http://www.archive.org/details/CC_191,
That Gang of Mine,1940,43999,https://archive.org/download/ThatGangOfMine720p1940/ThatGangOfMine720p1940_archive.torrent,https://image.tmdb.org/t/p/w780/4CCrNu1kGw5DP41xq5CMfD6LtlW.jpg,Title: That Gang of Mine Summary: A street kid has dreams of becoming a jockey. He gets his chance when he and his gang discover a poor old man who has a championship race horse. The man agrees to let the boy ride his horse... Directed by: Joseph H. Lewis Actors: Production Company: Banner Productions Release Date: 23 September 1940 (USA) Aspect Ratio: 1.37 : 1 A street kid has dreams of becoming a jockey. He gets his chance when he and his gang discover a poor old man who has a championship rac,"Comedy, Drama"
Love Laughs at Andy Hardy,1946,43892,https://archive.org/download/andy_hardy/andy_hardy_archive.torrent,https://image.tmdb.org/t/p/w780/v9KOUCgJRgWEQbhHcZJaoGrwyGH.jpg,This film starts with Andy Hardy returning home after serving in the army. And it's not too long before he's caught up in the usual Hardy capers. Stars Mickey Rooney as the freshman and Lewis Stone as his dad.,"Comedy, Romance"
A Fool There Was,1915,43866,https://archive.org/download/A_Fool_There_Was/A_Fool_There_Was_archive.torrent,https://image.tmdb.org/t/p/w780/iM909o6J43zwWfWqjbAQXIXpaFO.jpg,"From IMDb : A married diplomat falls hopelessly under the spell of a predatory woman. Stars: Theda Bara, Edward José, Mabel Frenyear, Runa Hodges, May Allison, Clifford Bruce, Victor Benoit, Frank Powell, and Minna Gale",Drama
Kansas Pacific,1953,43847,https://archive.org/download/KansasPacific/KansasPacific_archive.torrent,https://image.tmdb.org/t/p/w780/j9NT0arh7lcHtpokPMvPDBFN9Qr.jpg,"With the Civil War about to begin, Southern sympathizers attempt to sabotage the railroad construction efforts so Army Captain John Nelson (Sterling Hayden) is brought in to keep the project going. Captain Nelson must not only contend with the efforts of the saboteurs but also try to romance the railroad foreman's daughter, Barbara Bruce (Eve Miller).","Western, Action"
04 Pride Of The Bowery,2015,43845,https://archive.org/download/04PrideOfTheBowery/04PrideOfTheBowery_archive.torrent,https://archive.org/services/img/04PrideOfTheBowery,"Hopefully this file represents a quality upgrade from other versions appearing here on the Internet Archive. from Wikipedia; Pride of the Bowery is a black-and-white 1940 film and the fourth installment in the East Side Kids series. It was directed by Joseph H. Lewis and produced by Sam Katzman . It was released by Monogram Pictures on December 15, 1940. Pride of the Bowery Theatrical poster Directed by Joseph H. Lewis Produced by Sam Katzman Written by William Lively Starring Leo Gorcey Bobby J",
Damon and Pythias,1962,43808,https://archive.org/download/DamonandPythias1962/DamonandPythias1962_archive.torrent,https://image.tmdb.org/t/p/w780/dyX0BYHNdL3wZUIRE6nq6RHVEr.jpg,"Spaghetti-sandal version of the classic tales, dubbed into English. Pythias, a liberal Athenian who believes all men are brothers, is condemned to death by Dionysus, the tyrant of Syracuse, who finds this view dangerous. However, Dionysus allows Pythias to return to Athens to visit his ailing wife with the understanding he will then come back to face his punishment. Damon, a friend of Pythias, volunteers to be a hostage to guarantee Pythias's return. Dionysius doesn't expect Pythias to keep his ","Adventure, History"
Detour 1945 Colorized,1945,43789,https://archive.org/download/detour-1945/detour-1945_archive.torrent,https://archive.org/services/img/detour-1945,A NYC piano player hitchhikes to California and gets into trouble along the way. A cult Film Noir movie directed by Edgar G. Ulmer.,
Omoo-Omoo the Shark God,1949,43760,https://archive.org/download/Omoo-OmootheSharkGod/Omoo-OmootheSharkGod_archive.torrent,https://image.tmdb.org/t/p/w780/zxzIg9iJPhDw5nRz1wHm9GXWRjb.jpg,"When a sacred jungle idol is violated, the curse of a shark god follows a group of people. After a sea captain (Trevor Bardette) removes black pearls from a sacred native shrine, the curse of the shark god falls upon him and anyone else with whom he comes in contact with, according to the native legend. Disaster strikes everyone in the cast, except for the one person who will survive the curse. Based on the Herman Melville Novel.","Adventure, Action"
The Stars Look Down (1940),0,43750,https://archive.org/download/TheStarsLookDown1940/TheStarsLookDown1940_archive.torrent,https://archive.org/services/img/TheStarsLookDown1940,Davey Fenwick leave for college on a scholarship. He hopes to return on day to help the coal miners with their unsafe working conditions. He falls in love with Jenny and marries her but realizes to late that she still loves her old boyfriend. Mystic Nights Videos,
Affairs of Cappy Ricks,1938,43717,https://archive.org/download/affairs_of_cappy_ricks/affairs_of_cappy_ricks_archive.torrent,https://archive.org/services/img/affairs_of_cappy_ricks,"Cappy Ricks and his family are stranded on a south sea island, and there his daughters learn that their choice of future husbands is faulty. Based on a story by Peter B. Kyne. You can find more information regarding this film on its IMDb page .","Comedy, Drama"
Manhattan Tower,1932,43705,https://archive.org/download/manhattan_tower_ipod/manhattan_tower_ipod_archive.torrent,https://image.tmdb.org/t/p/w780/4ekWKqbfKkkPnJhtBJVQua6SaNp.jpg,A post depression love story that takes place between to people who work in the Empire State building.,Drama
the Scar,1948,43689,https://archive.org/download/The_Scar-1948/The_Scar-1948_archive.torrent,https://image.tmdb.org/t/p/w780/gRbXP8cKiufjKjtZoyxHjOORUMQ.jpg,"'Harsh tale of an alienated criminal's attempt to impersonate his psychiatrist-double. Important fatalistic noir, with classy visuals and a very fine script that features a creative doppelganger theme.' - noir expert Spencer Selby Also titled 'Hollow Triumph'. Cast: Paul Henreid, Joan Bennett, Eduard Franz, Leslie Brooks, John Qualen. 82 min.",Drama
Night of the Blood Beast (1958),0,43684,https://archive.org/download/NightOfTheBloodBeast1958/NightOfTheBloodBeast1958_archive.torrent,https://archive.org/services/img/NightOfTheBloodBeast1958,Classic low budget sci-fi complete with a reanimated dead astronaut impregnated with alien embryos and a blood-sucking space monster produced by Gene Corman. The monster suit was used again in 'Teenage Caveman'.,
Mr. Moto's Last Warning (complete & upgraded),0,43539,https://archive.org/download/Mr.MotosLastWarningcompleteUpgraded/Mr.MotosLastWarningcompleteUpgraded_archive.torrent,https://archive.org/services/img/Mr.MotosLastWarningcompleteUpgraded,"This complete print is brighter and significantly sharper than the truncated version already here at IA. Bad guys want to blow up the French fleet at Port Said. Mr. Moto would rather they didn't. Urban adventure ensues, along with a side order of comedy relief. Initially released on 20 January 1939. IMDB page: http://www.imdb.com/title/tt0031678/",
"1933 - Deutschland erwacht - Ein Dokument von der Wiedergeburt Deutschlands (54m 14s, 352x288)",0,43432,https://archive.org/download/1933-Deutschland-erwacht/1933-Deutschland-erwacht_archive.torrent,https://archive.org/services/img/1933-Deutschland-erwacht,"1933 - Deutschland erwacht - Ein Dokument von der Wiedergeburt Deutschlands (54m 14s, 352x288)",
Frontier Scout,0,43423,https://archive.org/download/FrontierScout/FrontierScout_archive.torrent,https://image.tmdb.org/t/p/w780/3hEcG2TZlkOIL8FVdDwMVTI9Iyv.jpg,"A B-western starring George Houston as Wild Bill Hickok, supported by Al St. John and Dave O'Brien. Mantan Moreland appears in a minor role. Directed by Sam Newfield Released in 1938 2 minutes are missing","Action, Western"
Caesar The Conqueror,1962,43396,https://archive.org/download/CaesartheConqueror1962Guidorip/CaesartheConqueror1962Guidorip_archive.torrent,https://image.tmdb.org/t/p/w780/iUomsnNTkOXajIXKRguMG3thMZe.jpg,"http://imdb.com/title/tt0057105/ Another spaghetti and sandal flick, this time with Cameron Mitchell desperate for work. Very loose version of Caesar's Commentaries. May appear choppy at times, due to conversion from a 24-fps QT. Not recommended for downloading by whiners -instead, better upload your own higher quality version.","History, Adventure"
